Battery History (0% used, 356 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-10-30-19-20-28
                    0 (1) 093 status=discharging health=good plug=none temp=314 volt=4276 charge=6076 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 093 top=u0a35:"com.android.chrome"
                    0 (2) 093 user=0:"0"
                    0 (2) 093 userfg=0:"0"
                +13ms (2) 093 stats=0:"dump"
             +1s899ms (2) 093 stats=0:"remove-uid"
             +2s375ms (2) 093 stats=0:"remove-uid"
             +2s401ms (3) 093 -audio stats=0:"remove-uid"
             +3s629ms (2) 093 stats=0:"remove-uid"
             +3s782ms (2) 093 stats=0:"remove-uid"
             +3s813ms (2) 093 stats=0:"remove-uid"
             +3s893ms (2) 093 stats=0:"remove-uid"
             +3s959ms (2) 093 stats=0:"remove-uid"
             +4s144ms (2) 093 stats=0:"remove-uid"
             +4s167ms (2) 093 stats=0:"remove-uid"
             +4s534ms (2) 093 stats=0:"remove-uid"
             +4s542ms (2) 093 stats=0:"remove-uid"
             +4s573ms (2) 093 stats=0:"remove-uid"
             +4s928ms (2) 093 stats=0:"remove-uid"
             +4s954ms (2) 093 stats=0:"remove-uid"
             +5s011ms (2) 093 stats=0:"remove-uid"
             +5s067ms (2) 093 stats=0:"remove-uid"
             +5s345ms (2) 093 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s352ms (2) 093 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +42s922ms (2) 093 stats=0:"remove-uid"
            +43s132ms (2) 093 stats=0:"remove-uid"
            +43s855ms (2) 093 stats=0:"remove-uid"
            +44s836ms (2) 093 stats=0:"remove-uid"
            +46s082ms (2) 093 stats=0:"remove-uid"
            +47s614ms (2) 093 stats=0:"remove-uid"
            +49s339ms (2) 093 stats=0:"remove-uid"
            +51s333ms (2) 093 stats=0:"remove-uid"
            +53s612ms (2) 093 stats=0:"remove-uid"
            +56s706ms (2) 093 stats=0:"remove-uid"
          +1m09s787ms (2) 093 -top=u0a35:"com.android.chrome"
          +1m09s787ms (2) 093 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m09s959ms (3) 093 +audio stats=0:"remove-uid"
          +1m10s055ms (2) 093 stats=0:"remove-uid"
          +1m14s610ms (2) 093 stats=0:"dump"
