Battery History (0% used, 360 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-10-30-12-11-22
                    0 (1) 075 status=discharging health=good plug=none temp=368 volt=4048 charge=4887 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 075 top=u0a35:"com.android.chrome"
                    0 (2) 075 user=0:"0"
                    0 (2) 075 userfg=0:"0"
                +10ms (2) 075 stats=0:"dump"
             +1s761ms (2) 075 stats=0:"remove-uid"
             +2s081ms (2) 075 stats=0:"remove-uid"
             +2s123ms (2) 075 stats=0:"remove-uid"
             +2s649ms (3) 075 -audio stats=0:"remove-uid"
             +3s189ms (2) 075 stats=0:"remove-uid"
             +3s306ms (2) 075 stats=0:"remove-uid"
             +4s003ms (2) 075 stats=0:"remove-uid"
             +4s288ms (2) 075 stats=0:"remove-uid"
             +4s307ms (2) 075 stats=0:"remove-uid"
             +4s326ms (2) 075 stats=0:"remove-uid"
             +4s473ms (2) 075 stats=0:"remove-uid"
             +4s480ms (2) 075 stats=0:"remove-uid"
             +4s548ms (2) 075 stats=0:"remove-uid"
             +4s721ms (2) 075 stats=0:"remove-uid"
             +4s831ms (2) 075 stats=0:"remove-uid"
             +4s848ms (2) 075 stats=0:"remove-uid"
             +5s935ms (2) 075 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s942ms (2) 075 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +42s686ms (2) 075 stats=0:"remove-uid"
            +43s145ms (2) 075 stats=0:"remove-uid"
            +44s341ms (2) 075 stats=0:"remove-uid"
            +45s691ms (2) 075 stats=0:"remove-uid"
            +47s289ms (2) 075 stats=0:"remove-uid"
            +49s095ms (2) 075 stats=0:"remove-uid"
            +51s239ms (2) 075 stats=0:"remove-uid"
            +53s621ms (2) 075 stats=0:"remove-uid"
            +56s651ms (2) 075 stats=0:"remove-uid"
            +59s902ms (2) 075 stats=0:"remove-uid"
          +1m20s717ms (2) 075 -top=u0a35:"com.android.chrome"
          +1m20s717ms (3) 075 +audio +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m20s942ms (2) 075 -audio
          +1m20s945ms (3) 075 +audio stats=0:"remove-uid"
          +1m21s068ms (2) 075 stats=0:"remove-uid"
          +1m25s765ms (2) 075 stats=0:"dump"
