Battery History (0% used, 376 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-10-30-13-55-03
                    0 (1) 042 status=discharging health=good plug=none temp=455 volt=3573 charge=2528 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 042 top=u0a35:"com.android.chrome"
                    0 (2) 042 user=0:"0"
                    0 (2) 042 userfg=0:"0"
                +22ms (2) 042 stats=0:"dump"
             +1s578ms (2) 042 stats=0:"remove-uid"
             +1s719ms (2) 042 stats=0:"remove-uid"
             +1s767ms (2) 042 stats=0:"remove-uid"
             +1s896ms (2) 042 stats=0:"remove-uid"
             +1s941ms (2) 042 stats=0:"remove-uid"
             +2s272ms (3) 042 -audio stats=0:"remove-uid"
             +2s837ms (2) 042 stats=0:"remove-uid"
             +3s197ms (2) 042 stats=0:"remove-uid"
             +3s947ms (2) 042 stats=0:"remove-uid"
             +3s956ms (2) 042 stats=0:"remove-uid"
             +3s971ms (2) 042 stats=0:"remove-uid"
             +4s420ms (2) 042 stats=0:"remove-uid"
             +4s433ms (2) 042 stats=0:"remove-uid"
             +4s443ms (2) 042 stats=0:"remove-uid"
             +4s538ms (2) 042 stats=0:"remove-uid"
             +4s702ms (2) 042 stats=0:"remove-uid"
             +4s776ms (2) 042 stats=0:"remove-uid"
             +5s953ms (2) 042 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s970ms (2) 042 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +41s469ms (2) 042 stats=0:"remove-uid"
            +42s494ms (2) 042 stats=0:"remove-uid"
            +43s750ms (2) 042 stats=0:"remove-uid"
            +45s257ms (2) 042 stats=0:"remove-uid"
            +47s020ms (2) 042 stats=0:"remove-uid"
            +49s013ms (2) 042 stats=0:"remove-uid"
            +51s140ms (2) 042 stats=0:"remove-uid"
            +53s534ms (2) 042 stats=0:"remove-uid"
            +56s344ms (2) 042 stats=0:"remove-uid"
            +59s260ms (2) 042 stats=0:"remove-uid"
          +1m27s095ms (2) 042 -top=u0a35:"com.android.chrome"
          +1m27s096ms (2) 042 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m27s265ms (3) 042 +audio stats=0:"remove-uid"
          +1m27s311ms (2) 042 -audio
          +1m27s323ms (3) 042 +audio stats=0:"remove-uid"
          +1m29s088ms (1) 042 +wifi_scan
          +1m29s362ms (1) 042 -wifi_scan
          +1m32s087ms (2) 042 stats=0:"dump"
