Battery History (0% used, 396 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-02-10-47-47
                    0 (1) 088 status=discharging health=good plug=none temp=345 volt=4156 charge=5865 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 088 top=u0a35:"com.android.chrome"
                    0 (2) 088 user=0:"0"
                    0 (2) 088 userfg=0:"0"
                +14ms (2) 088 stats=0:"dump"
             +1s722ms (2) 088 stats=0:"remove-uid"
             +1s969ms (2) 088 stats=0:"remove-uid"
             +2s423ms (2) 088 stats=0:"remove-uid"
             +2s433ms (2) 088 stats=0:"remove-uid"
             +2s625ms (3) 088 -audio stats=0:"remove-uid"
             +3s849ms (2) 088 stats=0:"remove-uid"
             +4s003ms (2) 088 stats=0:"remove-uid"
             +4s126ms (2) 088 stats=0:"remove-uid"
             +4s159ms (2) 088 stats=0:"remove-uid"
             +4s164ms (2) 088 stats=0:"remove-uid"
             +4s172ms (2) 088 stats=0:"remove-uid"
             +4s180ms (2) 088 stats=0:"remove-uid"
             +4s187ms (2) 088 stats=0:"remove-uid"
             +4s195ms (2) 088 stats=0:"remove-uid"
             +4s212ms (2) 088 stats=0:"remove-uid"
             +4s952ms (2) 088 stats=0:"remove-uid"
             +4s960ms (2) 088 stats=0:"remove-uid"
             +4s972ms (2) 088 stats=0:"remove-uid"
             +4s985ms (2) 088 stats=0:"remove-uid"
             +5s829ms (2) 088 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s835ms (2) 088 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +37s697ms (1) 088 +wifi_scan
            +37s908ms (1) 088 -wifi_scan
            +42s274ms (2) 088 stats=0:"remove-uid"
            +42s715ms (2) 088 stats=0:"remove-uid"
            +43s348ms (2) 088 stats=0:"remove-uid"
            +44s761ms (2) 088 stats=0:"remove-uid"
            +44s977ms (2) 088 stats=0:"remove-uid"
            +45s490ms (2) 088 stats=0:"remove-uid"
            +46s278ms (2) 088 stats=0:"remove-uid"
            +47s393ms (2) 088 stats=0:"remove-uid"
            +48s628ms (2) 088 stats=0:"remove-uid"
            +50s155ms (2) 088 stats=0:"remove-uid"
          +1m25s413ms (2) 088 -top=u0a35:"com.android.chrome"
          +1m25s413ms (2) 088 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m25s556ms (2) 088 stats=0:"remove-uid"
          +1m25s592ms (3) 088 +audio stats=0:"remove-uid"
          +1m25s738ms (2) 088 -audio
          +1m25s740ms (2) 088 +audio
          +1m30s399ms (2) 088 stats=0:"dump"
