Battery History (0% used, 352 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-02-01-22-47
                    0 (1) 054 status=discharging health=good plug=none temp=310 volt=3755 charge=3659 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 054 top=u0a35:"com.android.chrome"
                    0 (2) 054 user=0:"0"
                    0 (2) 054 userfg=0:"0"
                +14ms (2) 054 stats=0:"dump"
             +1s894ms (2) 054 stats=0:"remove-uid"
             +2s007ms (2) 054 stats=0:"remove-uid"
             +2s020ms (2) 054 stats=0:"remove-uid"
             +2s083ms (2) 054 stats=0:"remove-uid"
             +2s093ms (3) 054 -audio stats=0:"remove-uid"
             +3s682ms (2) 054 stats=0:"remove-uid"
             +4s106ms (2) 054 stats=0:"remove-uid"
             +4s140ms (2) 054 stats=0:"remove-uid"
             +4s237ms (2) 054 stats=0:"remove-uid"
             +4s279ms (2) 054 stats=0:"remove-uid"
             +4s294ms (2) 054 stats=0:"remove-uid"
             +4s310ms (2) 054 stats=0:"remove-uid"
             +4s781ms (2) 054 stats=0:"remove-uid"
             +4s801ms (2) 054 stats=0:"remove-uid"
             +4s836ms (2) 054 stats=0:"remove-uid"
             +5s889ms (2) 054 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s902ms (2) 054 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +41s509ms (2) 054 stats=0:"remove-uid"
            +42s012ms (2) 054 stats=0:"remove-uid"
            +42s814ms (2) 054 stats=0:"remove-uid"
            +43s911ms (2) 054 stats=0:"remove-uid"
            +45s328ms (2) 054 stats=0:"remove-uid"
            +47s019ms (2) 054 stats=0:"remove-uid"
            +48s681ms (2) 054 +wifi_scan +wifi_multicast
            +50s960ms (2) 054 stats=0:"remove-uid"
            +52s095ms (1) 054 -wifi_scan
            +56s637ms (2) 054 stats=0:"remove-uid"
          +1m02s521ms (2) 054 stats=0:"remove-uid"
          +1m08s631ms (2) 054 stats=0:"remove-uid"
          +1m23s194ms (2) 054 -top=u0a35:"com.android.chrome"
          +1m23s194ms (2) 054 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m23s426ms (3) 054 -wifi_multicast +audio stats=0:"remove-uid"
          +1m23s518ms (2) 054 stats=0:"remove-uid"
          +1m28s245ms (2) 054 stats=0:"dump"
