Battery History (0% used, 372 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-10-29-18-03-12
                    0 (1) 086 status=discharging health=good plug=none temp=373 volt=4108 charge=5232 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 086 top=u0a35:"com.android.chrome"
                    0 (2) 086 user=0:"0"
                    0 (2) 086 userfg=0:"0"
                 +8ms (2) 086 stats=0:"dump"
             +1s347ms (2) 086 stats=0:"remove-uid"
             +2s261ms (2) 086 stats=0:"remove-uid"
             +2s275ms (2) 086 stats=0:"remove-uid"
             +2s302ms (3) 086 -audio stats=0:"remove-uid"
             +3s780ms (2) 086 stats=0:"remove-uid"
             +3s811ms (2) 086 stats=0:"remove-uid"
             +4s202ms (2) 086 stats=0:"remove-uid"
             +4s207ms (2) 086 stats=0:"remove-uid"
             +4s217ms (2) 086 stats=0:"remove-uid"
             +4s287ms (2) 086 stats=0:"remove-uid"
             +4s332ms (2) 086 stats=0:"remove-uid"
             +4s337ms (2) 086 stats=0:"remove-uid"
             +4s352ms (2) 086 stats=0:"remove-uid"
             +4s370ms (2) 086 stats=0:"remove-uid"
             +4s946ms (2) 086 stats=0:"remove-uid"
             +4s952ms (2) 086 stats=0:"remove-uid"
             +4s957ms (2) 086 stats=0:"remove-uid"
             +4s963ms (2) 086 stats=0:"remove-uid"
             +5s964ms (2) 086 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s975ms (2) 086 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +40s660ms (1) 086 +wifi_scan
            +40s871ms (1) 086 -wifi_scan
            +42s071ms (2) 086 stats=0:"remove-uid"
            +42s373ms (2) 086 stats=0:"remove-uid"
            +42s901ms (2) 086 stats=0:"remove-uid"
            +43s788ms (2) 086 stats=0:"remove-uid"
            +44s932ms (2) 086 stats=0:"remove-uid"
            +46s394ms (2) 086 stats=0:"remove-uid"
            +48s124ms (2) 086 stats=0:"remove-uid"
            +50s517ms (2) 086 stats=0:"remove-uid"
            +53s384ms (2) 086 stats=0:"remove-uid"
            +56s599ms (2) 086 stats=0:"remove-uid"
          +1m25s926ms (2) 086 -top=u0a35:"com.android.chrome"
          +1m25s926ms (2) 086 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m26s046ms (3) 086 +audio stats=0:"remove-uid"
          +1m26s256ms (2) 086 stats=0:"remove-uid"
          +1m30s965ms (2) 086 stats=0:"dump"
