Battery History (0% used, 396 used of 256KB, 7 strings using 592):
                    0 (10) RESET:TIME: 2022-10-29-17-29-20
                    0 (1) 086 status=discharging health=good plug=none temp=373 volt=4108 charge=5232 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 086 top=u0a35:"com.android.chrome"
                    0 (2) 086 user=0:"0"
                    0 (2) 086 userfg=0:"0"
                +27ms (2) 086 stats=0:"dump"
             +1s759ms (2) 086 stats=0:"remove-uid"
             +2s241ms (2) 086 stats=0:"remove-uid"
             +2s249ms (2) 086 stats=0:"remove-uid"
             +2s267ms (3) 086 -audio stats=0:"remove-uid"
             +3s542ms (2) 086 stats=0:"remove-uid"
             +3s758ms (2) 086 stats=0:"remove-uid"
             +3s862ms (2) 086 stats=0:"remove-uid"
             +4s168ms (2) 086 stats=0:"remove-uid"
             +4s329ms (2) 086 stats=0:"remove-uid"
             +4s342ms (2) 086 stats=0:"remove-uid"
             +4s353ms (2) 086 stats=0:"remove-uid"
             +4s357ms (2) 086 stats=0:"remove-uid"
             +4s393ms (2) 086 stats=0:"remove-uid"
             +4s416ms (2) 086 stats=0:"remove-uid"
             +4s425ms (2) 086 stats=0:"remove-uid"
             +4s430ms (2) 086 stats=0:"remove-uid"
             +4s747ms (2) 086 stats=0:"remove-uid"
             +4s763ms (2) 086 stats=0:"remove-uid"
             +4s793ms (2) 086 stats=0:"remove-uid"
             +5s753ms (2) 086 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s761ms (2) 086 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +17s907ms (2) 086 +tmpwhitelist=u0a8:"broadcast:u0a8:com.google.android.chimera.IntentOperation.TARGETED_INTENT"
            +27s945ms (2) 086 -tmpwhitelist=u0a8:"broadcast:u0a8:com.google.android.chimera.IntentOperation.TARGETED_INTENT"
            +41s980ms (2) 086 stats=0:"remove-uid"
            +42s666ms (2) 086 stats=0:"remove-uid"
            +43s623ms (2) 086 stats=0:"remove-uid"
            +44s840ms (2) 086 stats=0:"remove-uid"
            +46s299ms (2) 086 stats=0:"remove-uid"
            +48s024ms (2) 086 stats=0:"remove-uid"
            +50s309ms (2) 086 stats=0:"remove-uid"
            +52s862ms (2) 086 stats=0:"remove-uid"
            +55s642ms (2) 086 stats=0:"remove-uid"
            +59s108ms (2) 086 stats=0:"remove-uid"
          +1m25s841ms (2) 086 -top=u0a35:"com.android.chrome"
          +1m25s841ms (3) 086 +audio +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m26s049ms (2) 086 stats=0:"remove-uid"
          +1m26s130ms (2) 086 stats=0:"remove-uid"
          +1m28s261ms (1) 086 +wifi_scan
          +1m28s472ms (1) 086 -wifi_scan
          +1m30s877ms (2) 086 stats=0:"dump"
