Battery History (0% used, 364 used of 256KB, 7 strings using 592):
                    0 (10) RESET:TIME: 2022-10-29-16-48-44
                    0 (1) 086 status=discharging health=good plug=none temp=373 volt=4108 charge=5232 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 086 top=u0a35:"com.android.chrome"
                    0 (2) 086 user=0:"0"
                    0 (2) 086 userfg=0:"0"
                 +8ms (2) 086 stats=0:"dump"
             +1s592ms (2) 086 stats=0:"remove-uid"
             +1s944ms (2) 086 stats=0:"remove-uid"
             +1s978ms (2) 086 stats=0:"remove-uid"
             +2s032ms (3) 086 -audio stats=0:"remove-uid"
             +2s981ms (2) 086 stats=0:"remove-uid"
             +3s010ms (2) 086 stats=0:"remove-uid"
             +3s056ms (2) 086 stats=0:"remove-uid"
             +3s577ms (2) 086 stats=0:"remove-uid"
             +3s586ms (2) 086 stats=0:"remove-uid"
             +3s621ms (2) 086 stats=0:"remove-uid"
             +3s626ms (2) 086 stats=0:"remove-uid"
             +4s024ms (2) 086 stats=0:"remove-uid"
             +4s030ms (2) 086 stats=0:"remove-uid"
             +4s329ms (2) 086 stats=0:"remove-uid"
             +4s425ms (2) 086 stats=0:"remove-uid"
             +4s436ms (2) 086 stats=0:"remove-uid"
             +6s119ms (2) 086 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +6s125ms (2) 086 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +24s727ms (2) 086 +tmpwhitelist=u0a8:"broadcast:u0a8:com.google.android.chimera.IntentOperation.TARGETED_INTENT"
            +34s766ms (2) 086 -tmpwhitelist=u0a8:"broadcast:u0a8:com.google.android.chimera.IntentOperation.TARGETED_INTENT"
            +41s838ms (2) 086 stats=0:"remove-uid"
            +42s833ms (2) 086 stats=0:"remove-uid"
            +44s181ms (2) 086 stats=0:"remove-uid"
            +45s743ms (2) 086 stats=0:"remove-uid"
            +47s630ms (2) 086 stats=0:"remove-uid"
            +49s703ms (2) 086 stats=0:"remove-uid"
            +49s982ms (2) 086 stats=0:"remove-uid"
            +50s706ms (2) 086 stats=0:"remove-uid"
            +52s465ms (2) 086 stats=0:"remove-uid"
            +54s101ms (2) 086 stats=0:"remove-uid"
          +1m16s175ms (2) 086 -top=u0a35:"com.android.chrome"
          +1m16s175ms (3) 086 +audio +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m16s361ms (2) 086 stats=0:"remove-uid"
          +1m16s436ms (2) 086 stats=0:"remove-uid"
          +1m21s250ms (2) 086 stats=0:"dump"
