Battery History (0% used, 364 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-10-30-10-26-29
                    0 (1) 100 status=discharging health=good plug=none temp=282 volt=4320 charge=6551 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 100 top=u0a35:"com.android.chrome"
                    0 (2) 100 user=0:"0"
                    0 (2) 100 userfg=0:"0"
                +26ms (2) 100 stats=0:"dump"
             +1s736ms (2) 100 stats=0:"remove-uid"
             +1s767ms (2) 100 stats=0:"remove-uid"
             +1s827ms (2) 100 stats=0:"remove-uid"
             +1s833ms (2) 100 stats=0:"remove-uid"
             +1s875ms (2) 100 stats=0:"remove-uid"
             +1s912ms (2) 100 stats=0:"remove-uid"
             +2s018ms (3) 100 -audio stats=0:"remove-uid"
             +3s823ms (2) 100 stats=0:"remove-uid"
             +3s842ms (2) 100 stats=0:"remove-uid"
             +3s850ms (2) 100 stats=0:"remove-uid"
             +3s864ms (2) 100 stats=0:"remove-uid"
             +3s960ms (2) 100 stats=0:"remove-uid"
             +3s965ms (2) 100 stats=0:"remove-uid"
             +4s756ms (2) 100 stats=0:"remove-uid"
             +5s057ms (2) 100 stats=0:"remove-uid"
             +5s099ms (2) 100 stats=0:"remove-uid"
             +6s111ms (2) 100 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +6s123ms (2) 100 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +41s516ms (2) 100 stats=0:"remove-uid"
            +42s880ms (2) 100 stats=0:"remove-uid"
            +44s904ms (2) 100 stats=0:"remove-uid"
            +47s369ms (2) 100 stats=0:"remove-uid"
            +50s017ms (2) 100 stats=0:"remove-uid"
            +53s381ms (2) 100 stats=0:"remove-uid"
            +53s598ms (2) 100 stats=0:"remove-uid"
            +54s071ms (2) 100 stats=0:"remove-uid"
            +54s839ms (2) 100 stats=0:"remove-uid"
            +55s696ms (2) 100 stats=0:"remove-uid"
            +57s452ms (2) 100 stats=0:"remove-uid"
          +1m01s821ms (1) 100 +wifi_scan
          +1m02s046ms (1) 100 -wifi_scan
          +1m16s956ms (2) 100 -top=u0a35:"com.android.chrome"
          +1m16s956ms (2) 100 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m17s035ms (2) 100 stats=0:"remove-uid"
          +1m17s224ms (3) 100 +audio stats=0:"remove-uid"
          +1m22s280ms (2) 100 stats=0:"dump"
