Battery History (0% used, 352 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-02-01-29-48
                    0 (1) 054 status=discharging health=good plug=none temp=310 volt=3755 charge=3659 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 054 top=u0a35:"com.android.chrome"
                    0 (2) 054 user=0:"0"
                    0 (2) 054 userfg=0:"0"
                +29ms (2) 054 stats=0:"dump"
             +1s890ms (2) 054 stats=0:"remove-uid"
             +2s238ms (3) 054 -audio stats=0:"remove-uid"
             +3s262ms (2) 054 stats=0:"remove-uid"
             +3s416ms (2) 054 stats=0:"remove-uid"
             +3s473ms (2) 054 stats=0:"remove-uid"
             +3s482ms (2) 054 stats=0:"remove-uid"
             +3s829ms (2) 054 stats=0:"remove-uid"
             +3s960ms (2) 054 stats=0:"remove-uid"
             +3s965ms (2) 054 stats=0:"remove-uid"
             +4s633ms (2) 054 stats=0:"remove-uid"
             +5s090ms (2) 054 stats=0:"remove-uid"
             +5s907ms (2) 054 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s926ms (2) 054 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +6s806ms (2) 054 stats=0:"remove-uid"
             +6s813ms (2) 054 stats=0:"remove-uid"
             +6s825ms (2) 054 stats=0:"remove-uid"
             +6s837ms (2) 054 stats=0:"remove-uid"
             +6s841ms (2) 054 stats=0:"remove-uid"
            +41s541ms (2) 054 stats=0:"remove-uid"
            +42s145ms (2) 054 stats=0:"remove-uid"
            +43s470ms (2) 054 stats=0:"remove-uid"
            +45s143ms (2) 054 stats=0:"remove-uid"
            +47s163ms (2) 054 stats=0:"remove-uid"
            +49s202ms (1) 054 +wifi_scan
            +49s444ms (2) 054 -wifi_scan stats=0:"remove-uid"
            +53s804ms (2) 054 stats=0:"remove-uid"
            +57s907ms (2) 054 stats=0:"remove-uid"
          +1m02s487ms (2) 054 stats=0:"remove-uid"
          +1m07s087ms (2) 054 stats=0:"remove-uid"
          +1m22s957ms (2) 054 -top=u0a35:"com.android.chrome"
          +1m22s957ms (3) 054 +audio +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m23s271ms (2) 054 stats=0:"remove-uid"
          +1m23s283ms (2) 054 stats=0:"remove-uid"
          +1m28s267ms (2) 054 stats=0:"dump"
