Battery History (0% used, 364 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-02-01-17-22
                    0 (1) 054 status=discharging health=good plug=none temp=310 volt=3755 charge=3659 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 054 top=u0a35:"com.android.chrome"
                    0 (2) 054 user=0:"0"
                    0 (2) 054 userfg=0:"0"
                +12ms (2) 054 stats=0:"dump"
             +1s562ms (2) 054 stats=0:"remove-uid"
             +2s031ms (2) 054 stats=0:"remove-uid"
             +2s587ms (2) 054 stats=0:"remove-uid"
             +2s617ms (3) 054 -audio stats=0:"remove-uid"
             +3s224ms (2) 054 stats=0:"remove-uid"
             +3s251ms (2) 054 stats=0:"remove-uid"
             +3s434ms (2) 054 stats=0:"remove-uid"
             +3s482ms (2) 054 stats=0:"remove-uid"
             +3s615ms (2) 054 stats=0:"remove-uid"
             +3s619ms (2) 054 stats=0:"remove-uid"
             +3s637ms (2) 054 stats=0:"remove-uid"
             +3s957ms (2) 054 stats=0:"remove-uid"
             +4s148ms (2) 054 stats=0:"remove-uid"
             +4s166ms (2) 054 stats=0:"remove-uid"
             +4s624ms (2) 054 stats=0:"remove-uid"
             +4s707ms (2) 054 stats=0:"remove-uid"
             +4s717ms (2) 054 stats=0:"remove-uid"
             +4s732ms (2) 054 stats=0:"remove-uid"
             +5s906ms (2) 054 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s916ms (2) 054 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +43s041ms (2) 054 stats=0:"remove-uid"
            +43s955ms (2) 054 stats=0:"remove-uid"
            +45s190ms (2) 054 stats=0:"remove-uid"
            +46s674ms (2) 054 stats=0:"remove-uid"
            +48s398ms (2) 054 stats=0:"remove-uid"
            +50s513ms (2) 054 stats=0:"remove-uid"
            +52s822ms (2) 054 stats=0:"remove-uid"
            +56s358ms (2) 054 stats=0:"remove-uid"
          +1m00s226ms (2) 054 stats=0:"remove-uid"
          +1m04s361ms (2) 054 stats=0:"remove-uid"
          +1m19s774ms (2) 054 -top=u0a35:"com.android.chrome"
          +1m19s774ms (2) 054 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m19s925ms (3) 054 +audio stats=0:"remove-uid"
          +1m20s078ms (2) 054 stats=0:"remove-uid"
          +1m24s796ms (2) 054 stats=0:"dump"
