Battery History (0% used, 388 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-01-00-16-21
                    0 (1) 089 status=discharging health=good plug=none temp=340 volt=4180 charge=5767 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 089 top=u0a35:"com.android.chrome"
                    0 (2) 089 user=0:"0"
                    0 (2) 089 userfg=0:"0"
                +45ms (2) 089 stats=0:"dump"
             +2s389ms (3) 089 -audio stats=0:"remove-uid"
             +3s665ms (2) 089 stats=0:"remove-uid"
             +3s702ms (2) 089 stats=0:"remove-uid"
             +3s711ms (2) 089 stats=0:"remove-uid"
             +3s798ms (2) 089 stats=0:"remove-uid"
             +3s834ms (2) 089 stats=0:"remove-uid"
             +3s847ms (2) 089 stats=0:"remove-uid"
             +3s863ms (2) 089 stats=0:"remove-uid"
             +3s874ms (2) 089 stats=0:"remove-uid"
             +3s907ms (2) 089 stats=0:"remove-uid"
             +3s927ms (2) 089 stats=0:"remove-uid"
             +3s944ms (2) 089 stats=0:"remove-uid"
             +3s974ms (2) 089 stats=0:"remove-uid"
             +3s984ms (2) 089 stats=0:"remove-uid"
             +3s994ms (2) 089 stats=0:"remove-uid"
             +4s003ms (2) 089 stats=0:"remove-uid"
             +4s037ms (2) 089 stats=0:"remove-uid"
             +4s048ms (2) 089 stats=0:"remove-uid"
             +4s067ms (2) 089 stats=0:"remove-uid"
             +4s661ms (2) 089 stats=0:"remove-uid"
             +5s351ms (2) 089 stats=0:"remove-uid"
             +5s823ms (2) 089 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s845ms (2) 089 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +43s554ms (2) 089 stats=0:"remove-uid"
            +44s944ms (2) 089 stats=0:"remove-uid"
            +46s692ms (2) 089 stats=0:"remove-uid"
            +49s258ms (2) 089 stats=0:"remove-uid"
            +51s548ms (2) 089 stats=0:"remove-uid"
            +51s766ms (2) 089 stats=0:"remove-uid"
            +52s450ms (2) 089 stats=0:"remove-uid"
            +53s440ms (2) 089 stats=0:"remove-uid"
            +54s607ms (2) 089 stats=0:"remove-uid"
            +55s988ms (2) 089 stats=0:"remove-uid"
          +1m22s523ms (2) 089 -top=u0a35:"com.android.chrome"
          +1m22s523ms (2) 089 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m22s549ms (3) 089 +audio stats=0:"remove-uid"
          +1m22s795ms (2) 089 stats=0:"remove-uid"
          +1m27s604ms (2) 089 stats=0:"dump"
