Battery History (0% used, 364 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-01-13-32-18
                    0 (1) 085 status=discharging health=good plug=none temp=325 volt=4153 charge=5638 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 085 top=u0a35:"com.android.chrome"
                    0 (2) 085 user=0:"0"
                    0 (2) 085 userfg=0:"0"
                +13ms (2) 085 stats=0:"dump"
             +1s922ms (2) 085 stats=0:"remove-uid"
             +2s205ms (3) 085 -audio stats=0:"remove-uid"
             +3s031ms (2) 085 stats=0:"remove-uid"
             +3s736ms (2) 085 stats=0:"remove-uid"
             +3s801ms (2) 085 stats=0:"remove-uid"
             +4s770ms (2) 085 stats=0:"remove-uid"
             +4s778ms (2) 085 stats=0:"remove-uid"
             +4s801ms (2) 085 stats=0:"remove-uid"
             +4s958ms (2) 085 stats=0:"remove-uid"
             +4s966ms (2) 085 stats=0:"remove-uid"
             +4s972ms (2) 085 stats=0:"remove-uid"
             +5s002ms (2) 085 stats=0:"remove-uid"
             +5s009ms (2) 085 stats=0:"remove-uid"
             +5s015ms (2) 085 stats=0:"remove-uid"
             +5s026ms (2) 085 stats=0:"remove-uid"
             +5s857ms (2) 085 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s861ms (2) 085 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +40s700ms (2) 085 stats=0:"remove-uid"
            +41s370ms (2) 085 stats=0:"remove-uid"
            +42s240ms (2) 085 stats=0:"remove-uid"
            +44s153ms (2) 085 stats=0:"remove-uid"
            +44s303ms (2) 085 stats=0:"remove-uid"
            +45s487ms (2) 085 stats=0:"remove-uid"
            +47s493ms (2) 085 stats=0:"remove-uid"
            +49s350ms (2) 085 stats=0:"remove-uid"
            +49s841ms (2) 085 stats=0:"remove-uid"
            +52s348ms (2) 085 stats=0:"remove-uid"
            +55s095ms (2) 085 stats=0:"remove-uid"
            +58s983ms (2) 085 stats=0:"remove-uid"
          +1m19s533ms (2) 085 stats=0:"remove-uid"
          +1m26s623ms (2) 085 -top=u0a35:"com.android.chrome"
          +1m26s623ms (2) 085 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m26s693ms (2) 085 stats=0:"remove-uid"
          +1m26s699ms (3) 085 +audio stats=0:"remove-uid"
          +1m32s229ms (2) 085 stats=0:"dump"
