Battery History (0% used, 388 used of 256KB, 7 strings using 592):
                    0 (10) RESET:TIME: 2022-10-30-23-07-17
                    0 (1) 056 status=discharging health=good plug=none temp=357 volt=3870 charge=3667 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 056 top=u0a35:"com.android.chrome"
                    0 (2) 056 user=0:"0"
                    0 (2) 056 userfg=0:"0"
                    0 (2) 056 tmpwhitelist=u0a8:"broadcast:u0a8:com.google.android.chimera.IntentOperation.TARGETED_INTENT"
                +27ms (2) 056 stats=0:"dump"
             +1s886ms (2) 056 stats=0:"remove-uid"
             +1s969ms (2) 056 stats=0:"remove-uid"
             +2s028ms (2) 056 stats=0:"remove-uid"
             +2s201ms (3) 056 -audio stats=0:"remove-uid"
             +3s041ms (2) 056 stats=0:"remove-uid"
             +3s246ms (2) 056 stats=0:"remove-uid"
             +3s331ms (2) 056 stats=0:"remove-uid"
             +4s861ms (2) 056 stats=0:"remove-uid"
             +4s909ms (2) 056 -tmpwhitelist=u0a8:"broadcast:u0a8:com.google.android.chimera.IntentOperation.TARGETED_INTENT"
             +4s928ms (2) 056 stats=0:"remove-uid"
             +4s938ms (2) 056 stats=0:"remove-uid"
             +4s968ms (2) 056 stats=0:"remove-uid"
             +5s010ms (2) 056 stats=0:"remove-uid"
             +5s035ms (2) 056 stats=0:"remove-uid"
             +5s077ms (2) 056 stats=0:"remove-uid"
             +5s289ms (2) 056 stats=0:"remove-uid"
             +5s308ms (2) 056 stats=0:"remove-uid"
             +5s313ms (2) 056 stats=0:"remove-uid"
             +5s319ms (2) 056 stats=0:"remove-uid"
             +5s359ms (2) 056 stats=0:"remove-uid"
             +5s841ms (2) 056 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s846ms (2) 056 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +37s654ms (2) 056 stats=0:"remove-uid"
            +38s558ms (2) 056 stats=0:"remove-uid"
            +39s728ms (2) 056 stats=0:"remove-uid"
            +41s123ms (2) 056 stats=0:"remove-uid"
            +42s744ms (2) 056 stats=0:"remove-uid"
            +44s564ms (2) 056 stats=0:"remove-uid"
            +46s580ms (2) 056 stats=0:"remove-uid"
            +48s823ms (2) 056 stats=0:"remove-uid"
            +51s247ms (2) 056 stats=0:"remove-uid"
            +53s940ms (2) 056 stats=0:"remove-uid"
          +1m15s266ms (2) 056 -top=u0a35:"com.android.chrome"
          +1m15s266ms (2) 056 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m15s397ms (2) 056 stats=0:"remove-uid"
          +1m15s405ms (3) 056 +audio stats=0:"remove-uid"
          +1m20s187ms (2) 056 stats=0:"dump"
