Battery History (0% used, 364 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-01-12-35-28
                    0 (1) 085 status=discharging health=good plug=none temp=325 volt=4153 charge=5638 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 085 top=u0a35:"com.android.chrome"
                    0 (2) 085 user=0:"0"
                    0 (2) 085 userfg=0:"0"
                 +7ms (2) 085 stats=0:"dump"
             +2s086ms (2) 085 stats=0:"remove-uid"
             +2s116ms (2) 085 stats=0:"remove-uid"
             +2s390ms (3) 085 -audio stats=0:"remove-uid"
             +3s033ms (2) 085 stats=0:"remove-uid"
             +3s083ms (2) 085 stats=0:"remove-uid"
             +4s298ms (2) 085 stats=0:"remove-uid"
             +4s312ms (2) 085 stats=0:"remove-uid"
             +4s319ms (2) 085 stats=0:"remove-uid"
             +4s343ms (2) 085 stats=0:"remove-uid"
             +4s347ms (2) 085 stats=0:"remove-uid"
             +4s352ms (2) 085 stats=0:"remove-uid"
             +4s396ms (2) 085 stats=0:"remove-uid"
             +4s410ms (2) 085 stats=0:"remove-uid"
             +4s415ms (2) 085 stats=0:"remove-uid"
             +5s399ms (2) 085 stats=0:"remove-uid"
             +5s454ms (2) 085 stats=0:"remove-uid"
             +5s910ms (2) 085 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s927ms (2) 085 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +18s843ms (2) 085 +audio
            +22s020ms (2) 085 -audio
            +41s693ms (2) 085 stats=0:"remove-uid"
            +42s112ms (2) 085 stats=0:"remove-uid"
            +42s713ms (2) 085 stats=0:"remove-uid"
            +43s589ms (2) 085 stats=0:"remove-uid"
            +44s762ms (2) 085 stats=0:"remove-uid"
            +46s180ms (2) 085 stats=0:"remove-uid"
            +47s842ms (2) 085 stats=0:"remove-uid"
            +48s699ms (2) 085 stats=0:"remove-uid"
            +49s865ms (2) 085 stats=0:"remove-uid"
            +51s225ms (2) 085 stats=0:"remove-uid"
          +1m17s309ms (2) 085 -top=u0a35:"com.android.chrome"
          +1m17s309ms (2) 085 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m17s400ms (3) 085 +audio stats=0:"remove-uid"
          +1m17s569ms (2) 085 stats=0:"remove-uid"
          +1m22s366ms (2) 085 stats=0:"dump"
