Battery History (0% used, 396 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-10-30-23-34-31
                    0 (1) 056 status=discharging health=good plug=none temp=357 volt=3870 charge=3667 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 056 top=u0a35:"com.android.chrome"
                    0 (2) 056 user=0:"0"
                    0 (2) 056 userfg=0:"0"
                 +9ms (2) 056 stats=0:"dump"
             +1s590ms (2) 056 stats=0:"remove-uid"
             +2s083ms (3) 056 -audio stats=0:"remove-uid"
             +2s914ms (2) 056 stats=0:"remove-uid"
             +3s347ms (2) 056 stats=0:"remove-uid"
             +3s511ms (2) 056 stats=0:"remove-uid"
             +3s581ms (2) 056 stats=0:"remove-uid"
             +3s936ms (2) 056 stats=0:"remove-uid"
             +3s991ms (2) 056 stats=0:"remove-uid"
             +4s051ms (2) 056 stats=0:"remove-uid"
             +4s060ms (2) 056 stats=0:"remove-uid"
             +4s070ms (2) 056 stats=0:"remove-uid"
             +4s077ms (2) 056 stats=0:"remove-uid"
             +4s092ms (2) 056 stats=0:"remove-uid"
             +4s104ms (2) 056 stats=0:"remove-uid"
             +4s109ms (2) 056 stats=0:"remove-uid"
             +4s113ms (2) 056 stats=0:"remove-uid"
             +4s118ms (2) 056 stats=0:"remove-uid"
             +4s128ms (2) 056 stats=0:"remove-uid"
             +4s161ms (2) 056 stats=0:"remove-uid"
             +4s910ms (2) 056 stats=0:"remove-uid"
             +5s020ms (2) 056 stats=0:"remove-uid"
             +5s807ms (2) 056 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s814ms (2) 056 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +42s326ms (2) 056 stats=0:"remove-uid"
            +42s500ms (2) 056 stats=0:"remove-uid"
            +42s893ms (2) 056 stats=0:"remove-uid"
            +43s584ms (2) 056 stats=0:"remove-uid"
            +44s553ms (2) 056 stats=0:"remove-uid"
            +45s790ms (2) 056 stats=0:"remove-uid"
            +47s213ms (2) 056 stats=0:"remove-uid"
            +48s860ms (2) 056 stats=0:"remove-uid"
            +50s794ms (2) 056 stats=0:"remove-uid"
          +1m10s454ms (2) 056 -top=u0a35:"com.android.chrome"
          +1m10s454ms (2) 056 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m10s495ms (2) 056 stats=0:"remove-uid"
          +1m10s552ms (3) 056 +audio stats=0:"remove-uid"
          +1m10s646ms (2) 056 -audio
          +1m10s658ms (2) 056 +audio
          +1m15s437ms (2) 056 stats=0:"dump"
