Battery History (0% used, 380 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-10-30-12-25-31
                    0 (1) 075 status=discharging health=good plug=none temp=368 volt=4048 charge=4887 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 075 top=u0a35:"com.android.chrome"
                    0 (2) 075 user=0:"0"
                    0 (2) 075 userfg=0:"0"
                +19ms (2) 075 stats=0:"dump"
             +1s941ms (2) 075 stats=0:"remove-uid"
             +1s957ms (2) 075 stats=0:"remove-uid"
             +2s012ms (2) 075 stats=0:"remove-uid"
             +2s088ms (2) 075 stats=0:"remove-uid"
             +2s484ms (3) 075 -audio stats=0:"remove-uid"
             +3s196ms (2) 075 stats=0:"remove-uid"
             +3s242ms (2) 075 stats=0:"remove-uid"
             +3s403ms (2) 075 stats=0:"remove-uid"
             +3s481ms (2) 075 stats=0:"remove-uid"
             +3s814ms (2) 075 stats=0:"remove-uid"
             +3s867ms (2) 075 stats=0:"remove-uid"
             +4s045ms (2) 075 stats=0:"remove-uid"
             +4s231ms (2) 075 stats=0:"remove-uid"
             +4s337ms (2) 075 stats=0:"remove-uid"
             +4s341ms (2) 075 stats=0:"remove-uid"
             +4s349ms (2) 075 stats=0:"remove-uid"
             +4s756ms (2) 075 stats=0:"remove-uid"
             +4s764ms (2) 075 stats=0:"remove-uid"
             +5s284ms (2) 075 stats=0:"remove-uid"
             +5s878ms (2) 075 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s886ms (2) 075 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +8s810ms (1) 075 +wifi_scan
             +9s021ms (1) 075 -wifi_scan
            +41s753ms (2) 075 stats=0:"remove-uid"
            +42s407ms (2) 075 stats=0:"remove-uid"
            +43s340ms (2) 075 stats=0:"remove-uid"
            +44s486ms (2) 075 stats=0:"remove-uid"
            +45s842ms (2) 075 stats=0:"remove-uid"
            +47s484ms (2) 075 stats=0:"remove-uid"
            +49s371ms (2) 075 stats=0:"remove-uid"
            +51s629ms (2) 075 stats=0:"remove-uid"
            +54s120ms (2) 075 stats=0:"remove-uid"
            +56s870ms (2) 075 stats=0:"remove-uid"
          +1m13s530ms (2) 075 -top=u0a35:"com.android.chrome"
          +1m13s530ms (2) 075 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m13s635ms (3) 075 +audio stats=0:"remove-uid"
          +1m13s873ms (2) 075 stats=0:"remove-uid"
          +1m18s861ms (2) 075 stats=0:"dump"
