Battery History (0% used, 340 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-01-02-05-11
                    0 (1) 062 status=discharging health=good plug=none temp=329 volt=3926 charge=4070 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 062 top=u0a35:"com.android.chrome"
                    0 (2) 062 user=0:"0"
                    0 (2) 062 userfg=0:"0"
                +18ms (2) 062 stats=0:"dump"
             +1s586ms (2) 062 stats=0:"remove-uid"
             +1s685ms (2) 062 stats=0:"remove-uid"
             +2s024ms (2) 062 stats=0:"remove-uid"
             +2s052ms (2) 062 stats=0:"remove-uid"
             +2s082ms (2) 062 stats=0:"remove-uid"
             +2s104ms (3) 062 -audio stats=0:"remove-uid"
             +2s975ms (2) 062 stats=0:"remove-uid"
             +3s110ms (2) 062 stats=0:"remove-uid"
             +4s206ms (2) 062 stats=0:"remove-uid"
             +4s349ms (2) 062 stats=0:"remove-uid"
             +4s370ms (2) 062 stats=0:"remove-uid"
             +4s390ms (2) 062 stats=0:"remove-uid"
             +4s768ms (2) 062 stats=0:"remove-uid"
             +4s780ms (2) 062 stats=0:"remove-uid"
             +5s000ms (2) 062 stats=0:"remove-uid"
             +5s820ms (2) 062 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s827ms (2) 062 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
            +41s301ms (2) 062 stats=0:"remove-uid"
            +42s508ms (2) 062 stats=0:"remove-uid"
            +43s862ms (2) 062 stats=0:"remove-uid"
            +45s375ms (2) 062 stats=0:"remove-uid"
            +47s305ms (2) 062 stats=0:"remove-uid"
            +49s455ms (2) 062 stats=0:"remove-uid"
            +51s852ms (2) 062 stats=0:"remove-uid"
            +54s575ms (2) 062 stats=0:"remove-uid"
            +57s550ms (2) 062 stats=0:"remove-uid"
          +1m00s732ms (2) 062 stats=0:"remove-uid"
          +1m19s381ms (2) 062 -top=u0a35:"com.android.chrome"
          +1m19s381ms (2) 062 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m19s521ms (3) 062 +audio stats=0:"remove-uid"
          +1m19s730ms (2) 062 stats=0:"remove-uid"
          +1m24s241ms (2) 062 stats=0:"dump"
