Battery History (0% used, 400 used of 256KB, 6 strings using 432):
                    0 (10) RESET:TIME: 2022-11-01-23-18-16
                    0 (1) 074 status=discharging health=good plug=none temp=356 volt=4020 charge=4850 +running +wake_lock +wifi_radio +phone_scanning +audio +screen phone_state=out +wifi_running +wifi wifi_signal_strength=4 wifi_suppl=completed
                    0 (2) 074 top=u0a35:"com.android.chrome"
                    0 (2) 074 user=0:"0"
                    0 (2) 074 userfg=0:"0"
                +27ms (2) 074 stats=0:"dump"
             +1s835ms (2) 074 stats=0:"remove-uid"
             +2s098ms (2) 074 stats=0:"remove-uid"
             +2s206ms (2) 074 stats=0:"remove-uid"
             +2s647ms (3) 074 -audio stats=0:"remove-uid"
             +3s601ms (2) 074 stats=0:"remove-uid"
             +3s843ms (2) 074 stats=0:"remove-uid"
             +3s963ms (2) 074 stats=0:"remove-uid"
             +4s100ms (2) 074 stats=0:"remove-uid"
             +4s107ms (2) 074 stats=0:"remove-uid"
             +4s138ms (2) 074 stats=0:"remove-uid"
             +4s156ms (2) 074 stats=0:"remove-uid"
             +4s169ms (2) 074 stats=0:"remove-uid"
             +5s546ms (2) 074 stats=0:"remove-uid"
             +5s692ms (2) 074 stats=0:"remove-uid"
             +5s803ms (2) 074 +job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s814ms (2) 074 -job=u0a35:"com.android.chrome/org.chromium.components.background_task_scheduler.internal.BackgroundTaskJobService"
             +5s856ms (2) 074 stats=0:"remove-uid"
             +5s862ms (2) 074 stats=0:"remove-uid"
             +5s870ms (2) 074 stats=0:"remove-uid"
             +5s903ms (2) 074 stats=0:"remove-uid"
             +5s909ms (2) 074 stats=0:"remove-uid"
             +5s915ms (2) 074 stats=0:"remove-uid"
             +5s925ms (2) 074 stats=0:"remove-uid"
            +43s036ms (2) 074 stats=0:"remove-uid"
            +43s960ms (2) 074 stats=0:"remove-uid"
            +45s587ms (2) 074 stats=0:"remove-uid"
            +47s527ms (2) 074 stats=0:"remove-uid"
            +49s690ms (2) 074 stats=0:"remove-uid"
            +52s030ms (2) 074 stats=0:"remove-uid"
            +54s659ms (2) 074 stats=0:"remove-uid"
            +57s490ms (2) 074 stats=0:"remove-uid"
          +1m00s697ms (2) 074 stats=0:"remove-uid"
          +1m04s126ms (2) 074 stats=0:"remove-uid"
          +1m17s964ms (2) 074 -top=u0a35:"com.android.chrome"
          +1m17s964ms (2) 074 +top=u0a24:"com.google.android.googlequicksearchbox"
          +1m18s096ms (3) 074 +audio stats=0:"remove-uid"
          +1m18s180ms (2) 074 -audio
          +1m18s185ms (3) 074 +audio stats=0:"remove-uid"
          +1m22s886ms (2) 074 stats=0:"dump"
